brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,touchscreen,msoffice,price,rating,no_ratings,no_reviews
DELL,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,0,ThinNlight,1,False,False,25198200,3,0,0
HP,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,0,ThinNlight,0,False,False,10078200,4,818,109
HP,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,4,Casual,0,False,False,18459180,3,0,0
Lenovo,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,2,Casual,0,False,False,8458200,4,4428,569
HP,Intel,Core i5,8,8,DDR4,128,0,Windows,64-bit,0,ThinNlight,1,False,False,13682160,4,129,16
Lenovo,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,Casual,2,False,True,8908200,4,365,35
Acer,Intel,Core i5,7,8,DDR3,256,0,Windows,64-bit,0,ThinNlight,1,False,True,15636060,4,39,3
ASUS,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,False,8818200,3,0,0
DELL,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,False,False,10078200,3,3,0
Acer,Intel,Core i5,8,8,DDR3,256,0,Windows,64-bit,0,ThinNlight,1,True,True,14759640,4,14,3
HP,Intel,Core i5,8,8,DDR4,256,0,Windows,64-bit,0,Casual,1,True,True,24586200,3,0,0
Acer,Intel,Core i5,8,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,False,10708200,3,33,7
ASUS,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,False,8964000,3,0,0
Lenovo,Intel,Core i5,11,8,DDR4,256,0,Windows,64-bit,0,Casual,1,False,True,11159820,2,4,0
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,9898200,4,116,15
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,9718200,4,206,17
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,2,False,True,9538200,4,300,24
HP,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,12238200,4,108,6
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,False,False,10438200,4,3712,412
Lenovo,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,11214000,4,825,95
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,9538200,3,0,0
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,2,False,True,9358200,4,85,4
Lenovo,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,11158200,4,56,7
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,1,True,True,11518200,4,10,1
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,True,11878200,4,17,4
Acer,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,9538200,4,155,20
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,8998200,3,0,0
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Gaming,0,False,False,12958200,4,91,17
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,8638200,4,35,2
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,2,False,True,8728200,4,126,13
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Gaming,0,False,False,13138200,4,74,10
MSI,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,4,Casual,2,False,False,13858200,4,75,17
ASUS,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,6,Gaming,1,False,True,16198200,4,124,17
MSI,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,2,False,False,10798200,4,1597,228
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,False,True,11878200,4,3850,378
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,0,True,False,12958200,4,7,1
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,0,True,False,12940200,4,3,0
Lenovo,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,11698200,3,0,0
ASUS,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,11878200,3,0,0
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,10079820,4,5,1
ASUS,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,13228200,4,213,45
HP,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,13408200,4,10,0
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,10501200,4,69,6
Acer,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,10079820,4,6,0
DELL,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,12238200,4,93,9
ASUS,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,10798200,4,11,2
ASUS,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,6,Casual,1,False,True,14938200,4,262,31
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,11554200,3,0,0
DELL,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,12616200,4,5,1
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,1,False,False,8998200,4,45,3
MSI,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,9988200,3,8,1
HP,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,0,True,False,17638200,5,3,1
ASUS,Intel,Core i5,9,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,False,True,9898200,4,1681,227
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,10798200,4,37,2
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,9718200,4,61,2
HP,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,12059820,4,17,1
Acer,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,1,False,True,10978200,4,17,1
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,8638200,4,1625,152
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,1,False,True,10799820,4,4,1
DELL,Intel,Core i5,10,16,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,14398200,3,0,0
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,False,False,11518200,3,0,0
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,11518200,4,17,1
ASUS,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,10798200,3,0,0
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,10078200,3,0,0
ASUS,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,10798200,3,0,0
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,11518200,4,3,0
DELL,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,12508200,3,0,0
DELL,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,16090200,3,0,0
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,0,False,False,13498200,3,0,0
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,3,True,True,11698200,4,48,12
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,1,False,True,11968200,4,282,36
DELL,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,16146360,3,0,0
Lenovo,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,12778200,4,67,4
ASUS,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,10618200,3,0,0
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,10350000,3,0,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,1,True,True,14398200,4,23,2
MSI,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,0,False,False,10177380,4,677,87
ASUS,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,10798200,3,3,0
Lenovo,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,False,True,11698200,4,46,4
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,11032200,3,4,1
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,9898200,4,9,1
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,True,10798200,4,26,4
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,6,Casual,1,False,False,15298200,5,5,0
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,13050000,4,40,3
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Gaming,0,False,False,10798200,3,44,6
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,15838200,4,28,6
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,10438200,4,1541,123
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,12508200,4,72,7
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,3,True,True,12418200,4,44,8
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,0,Casual,1,False,True,14038200,4,17,2
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,True,False,19078200,4,59,11
MSI,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,False,False,14398200,3,0,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,9988200,4,337,27
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,12598200,4,10,2
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,15298200,4,10,2
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,10798200,3,31,7
DELL,Intel,Core i5,10,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,1,False,True,20140200,3,0,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,1,False,False,11878200,4,10,0
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,1,False,True,13138200,4,76,14
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,12796200,4,44,6
MSI,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Casual,2,False,False,13498200,3,0,0
ASUS,Intel,Core i5,10,8,LPDDR3,512,0,Windows,64-bit,0,Casual,1,False,True,14398200,4,11,3
MSI,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,9988200,4,138,16
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,1,False,True,11968200,4,199,17
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,True,9612000,4,46,6
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,13410000,4,45,5
DELL,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,1,False,True,20698200,3,0,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,0,False,False,11158200,4,35,4
APPLE,Intel,Core i5,10,8,LPDDR4X,512,0,Mac,64-bit,0,Casual,1,False,False,28798200,4,32,5
APPLE,Intel,Core i5,8,8,DDR3,512,0,Mac,64-bit,0,Casual,1,False,False,30976200,4,108,13
MSI,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Casual,0,False,False,13498200,3,0,0
MSI,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,10168200,4,814,112
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,3,False,False,26460000,3,0,0
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,10078200,4,75,9
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,False,True,14038200,3,0,0
HP,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,1,False,True,19168200,4,3,0
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,2,Casual,1,False,True,12778200,4,11,3
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,True,11698200,4,125,11
Acer,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,10438200,3,0,0
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,False,False,11698200,4,4,0
MSI,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,9898200,4,714,147
HP,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,0,True,False,20159820,3,0,0
Lenovo,Intel,Core i5,10,8,LPDDR4X,512,0,Windows,64-bit,2,Casual,1,False,True,12743640,4,21,3
Lenovo,Intel,Core i5,9,8,DDR4,512,0,Windows,64-bit,4,Casual,0,False,False,10798200,3,9,1
Acer,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,17910000,3,0,0
HP,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,10078200,4,30,4
ASUS,Intel,Core i5,8,8,LPDDR3,512,0,Windows,64-bit,0,ThinNlight,1,False,False,13138200,4,44,4
Acer,Intel,Core i5,8,8,DDR3,512,0,Windows,64-bit,0,ThinNlight,1,False,False,11698200,3,4,1
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,10438200,3,0,0
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,1,True,True,13858200,4,14,2
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,2,False,True,11339640,4,739,71
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,14038200,4,31,5
HP,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,20698200,4,145,19
DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,11878200,3,0,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,16018200,3,19,2
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,0,False,False,20446200,3,0,0
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,True,True,13318200,4,32,6
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,10980000,4,1124,100
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,True,False,17998200,4,35,6
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,12238200,4,9,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,12743820,4,98,6
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,11878200,4,31,2
ASUS,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,9664200,4,19,3
MSI,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,10078200,3,0,0
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,True,9574200,4,11,0
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,32-bit,2,Casual,2,False,True,10619820,4,45,3
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,3,False,False,12958200,3,0,0
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,4,Casual,0,False,False,14760000,3,0,0
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,0,False,False,15298200,3,0,0
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,0,False,False,16199640,3,0,0
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,True,False,17998200,3,0,0
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,0,False,False,15298200,3,0,0
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,0,False,False,12581820,4,474,37
DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,14398200,3,0,0
DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,13734000,4,6,0
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,True,10079820,3,0,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,13122000,3,24,4
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,13318200,4,195,17
ASUS,Intel,Core i5,11,8,LPDDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,15298200,3,0,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,2,Casual,0,False,False,13233420,3,0,0
HP,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,True,False,22680000,5,2,1
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,6,Casual,1,False,False,16018200,3,0,0
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,True,True,20699820,3,0,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,1,True,True,14938200,4,21,2
Acer,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,True,False,19799820,3,0,0
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,True,True,14938200,3,0,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,1,True,True,14398200,4,5,0
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,True,False,20698200,3,0,0
HP,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,True,False,23399820,3,0,0
MSI,Intel,Core i5,8,8,DDR5,512,0,Windows,32-bit,6,Casual,0,False,False,26998200,4,10,3
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,0,False,False,12832200,3,0,0
DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,14310000,4,10,1
DELL,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,14938200,3,15,3
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,12776400,4,138,23
ASUS,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,True,False,17998200,3,0,0
HP,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,0,Casual,0,False,False,16920000,3,0,0
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,0,True,False,14938200,4,16,3
MSI,Intel,Core i5,11,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,False,False,14398200,4,11,4
ASUS,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,15478200,3,0,0
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,Casual,0,False,False,15658200,3,0,0
ASUS,Intel,Core i5,10,8,LPDDR3,512,0,Windows,64-bit,2,Casual,1,False,True,19078200,5,4,0
ASUS,Intel,Core i5,10,8,LPDDR3,512,0,Windows,64-bit,0,Casual,0,False,False,15298200,3,0,0
Lenovo,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,10799820,4,22,3
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,True,16559820,4,16,2
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,14202000,3,16,1
ASUS,Intel,Core i5,10,8,LPDDR3,512,0,Windows,64-bit,0,Casual,0,False,False,23902200,3,0,0
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Gaming,0,False,False,10978200,3,14,6
Avita,Intel,Core i5,7,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,11800080,3,0,0
DELL,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,12634200,3,6,3
DELL,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,2,Casual,1,True,False,14326200,3,0,0
Avita,Intel,Core i5,7,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,11800080,3,0,0
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,13858200,3,0,0
Avita,Intel,Core i5,7,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,11800080,3,0,0
Avita,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,8098200,3,17,3
ASUS,Intel,Core i5,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,15298200,3,17,2
Lenovo,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,2,Casual,1,True,True,15659820,4,3,0
HP,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,2,Casual,1,False,False,14040000,4,512,85
Avita,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,13151340,3,17,3
Avita,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,13151340,3,17,3
HP,Intel,Core i5,11,16,DDR4,512,0,Windows,64-bit,4,Casual,1,False,True,18178200,3,0,0
Lenovo,Intel,Core i5,8,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,13498200,3,3,1
ASUS,Intel,Core i5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,0,False,False,13678200,4,1365,137
Lenovo,Intel,Core i5,11,8,DDR4,512,0,Windows,32-bit,2,Casual,1,False,True,15135480,3,8,3
ASUS,Intel,Core i5,11,8,DDR4,1024,0,Windows,64-bit,4,Gaming,0,False,False,13678200,4,368,48
ASUS,Intel,Core i5,11,8,DDR4,1024,0,Windows,64-bit,4,Gaming,1,False,True,14038200,4,202,26
